,episode,results,return,goal
866,867,"(181.0, 11, True)",181.0,True
867,868,"(179.0, 13, True)",179.0,True
868,869,"(175.0, 15, True)",175.0,True
869,870,"(178.0, 13, True)",178.0,True
870,871,"(178.0, 13, True)",178.0,True
871,872,"(181.0, 11, True)",181.0,True
872,873,"(174.0, 14, True)",174.0,True
873,874,"(176.0, 14, True)",176.0,True
874,875,"(184.0, 10, True)",184.0,True
875,876,"(176.0, 14, True)",176.0,True
876,877,"(173.0, 15, True)",173.0,True
877,878,"(179.0, 13, True)",179.0,True
878,879,"(182.0, 10, True)",182.0,True
879,880,"(182.0, 10, True)",182.0,True
880,881,"(175.0, 14, True)",175.0,True
881,882,"(180.0, 12, True)",180.0,True
882,883,"(174.0, 15, True)",174.0,True
883,884,"(178.0, 12, True)",178.0,True
884,885,"(180.0, 12, True)",180.0,True
885,886,"(172.0, 16, True)",172.0,True
886,887,"(182.0, 10, True)",182.0,True
887,888,"(182.0, 10, True)",182.0,True
888,889,"(182.0, 10, True)",182.0,True
889,890,"(181.0, 11, True)",181.0,True
890,891,"(182.0, 10, True)",182.0,True
891,892,"(181.0, 11, True)",181.0,True
892,893,"(170.0, 19, True)",170.0,True
893,894,"(178.0, 12, True)",178.0,True
894,895,"(181.0, 11, True)",181.0,True
895,896,"(174.0, 16, True)",174.0,True
896,897,"(172.0, 14, True)",172.0,True
897,898,"(178.0, 13, True)",178.0,True
898,899,"(182.0, 10, True)",182.0,True
899,900,"(176.0, 15, True)",176.0,True
900,901,"(9.0, 120, True)",9.0,True
901,902,"(179.0, 13, True)",179.0,True
902,903,"(182.0, 10, True)",182.0,True
903,904,"(182.0, 10, True)",182.0,True
904,905,"(182.0, 10, True)",182.0,True
905,906,"(178.0, 13, True)",178.0,True
906,907,"(182.0, 10, True)",182.0,True
907,908,"(175.0, 17, True)",175.0,True
908,909,"(181.0, 11, True)",181.0,True
909,910,"(181.0, 11, True)",181.0,True
910,911,"(178.0, 12, True)",178.0,True
911,912,"(182.0, 10, True)",182.0,True
912,913,"(177.0, 13, True)",177.0,True
913,914,"(176.0, 15, True)",176.0,True
914,915,"(176.0, 14, True)",176.0,True
915,916,"(182.0, 10, True)",182.0,True
916,917,"(181.0, 11, True)",181.0,True
917,918,"(176.0, 13, True)",176.0,True
918,919,"(180.0, 12, True)",180.0,True
919,920,"(182.0, 10, True)",182.0,True
920,921,"(179.0, 12, True)",179.0,True
921,922,"(180.0, 13, True)",180.0,True
922,923,"(176.0, 14, True)",176.0,True
923,924,"(181.0, 11, True)",181.0,True
924,925,"(181.0, 11, True)",181.0,True
925,926,"(172.0, 15, True)",172.0,True
926,927,"(182.0, 10, True)",182.0,True
927,928,"(182.0, 10, True)",182.0,True
928,929,"(176.0, 14, True)",176.0,True
929,930,"(174.0, 15, True)",174.0,True
930,931,"(177.0, 13, True)",177.0,True
931,932,"(179.0, 13, True)",179.0,True
932,933,"(182.0, 10, True)",182.0,True
933,934,"(182.0, 10, True)",182.0,True
934,935,"(182.0, 10, True)",182.0,True
935,936,"(181.0, 11, True)",181.0,True
936,937,"(178.0, 14, True)",178.0,True
937,938,"(174.0, 16, True)",174.0,True
938,939,"(180.0, 12, True)",180.0,True
939,940,"(180.0, 12, True)",180.0,True
940,941,"(181.0, 11, True)",181.0,True
941,942,"(176.0, 13, True)",176.0,True
942,943,"(180.0, 12, True)",180.0,True
943,944,"(182.0, 10, True)",182.0,True
944,945,"(182.0, 10, True)",182.0,True
945,946,"(178.0, 13, True)",178.0,True
946,947,"(180.0, 12, True)",180.0,True
947,948,"(179.0, 12, True)",179.0,True
948,949,"(182.0, 10, True)",182.0,True
949,950,"(181.0, 11, True)",181.0,True
950,951,"(177.0, 13, True)",177.0,True
951,952,"(181.0, 11, True)",181.0,True
952,953,"(178.0, 13, True)",178.0,True
953,954,"(181.0, 11, True)",181.0,True
954,955,"(184.0, 10, True)",184.0,True
955,956,"(182.0, 10, True)",182.0,True
956,957,"(182.0, 10, True)",182.0,True
957,958,"(181.0, 11, True)",181.0,True
958,959,"(178.0, 12, True)",178.0,True
959,960,"(175.0, 15, True)",175.0,True
960,961,"(181.0, 11, True)",181.0,True
961,962,"(168.0, 18, True)",168.0,True
962,963,"(170.0, 16, True)",170.0,True
963,964,"(180.0, 11, True)",180.0,True
964,965,"(177.0, 13, True)",177.0,True
965,966,"(181.0, 11, True)",181.0,True
966,967,"(182.0, 10, True)",182.0,True
967,968,"(179.0, 13, True)",179.0,True
968,969,"(178.0, 12, True)",178.0,True
969,970,"(182.0, 10, True)",182.0,True
970,971,"(175.0, 14, True)",175.0,True
971,972,"(180.0, 12, True)",180.0,True
972,973,"(182.0, 10, True)",182.0,True
973,974,"(176.0, 13, True)",176.0,True
974,975,"(181.0, 11, True)",181.0,True
975,976,"(180.0, 12, True)",180.0,True
976,977,"(181.0, 11, True)",181.0,True
977,978,"(179.0, 13, True)",179.0,True
978,979,"(182.0, 10, True)",182.0,True
979,980,"(168.0, 22, True)",168.0,True
980,981,"(181.0, 11, True)",181.0,True
981,982,"(177.0, 13, True)",177.0,True
982,983,"(182.0, 10, True)",182.0,True
983,984,"(181.0, 11, True)",181.0,True
984,985,"(170.0, 18, True)",170.0,True
985,986,"(178.0, 13, True)",178.0,True
986,987,"(182.0, 10, True)",182.0,True
987,988,"(176.0, 14, True)",176.0,True
988,989,"(180.0, 12, True)",180.0,True
989,990,"(179.0, 13, True)",179.0,True
990,991,"(178.0, 12, True)",178.0,True
991,992,"(182.0, 10, True)",182.0,True
992,993,"(181.0, 11, True)",181.0,True
993,994,"(176.0, 14, True)",176.0,True
994,995,"(-1031.0, 926, True)",-1031.0,True
995,996,"(181.0, 11, True)",181.0,True
996,997,"(178.0, 13, True)",178.0,True
997,998,"(180.0, 12, True)",180.0,True
998,999,"(176.0, 13, True)",176.0,True
999,1000,"(174.0, 15, True)",174.0,True
1000,1001,"(182.0, 10, True)",182.0,True
1001,1002,"(177.0, 13, True)",177.0,True
1002,1003,"(182.0, 10, True)",182.0,True
1003,1004,"(182.0, 10, True)",182.0,True
1004,1005,"(177.0, 13, True)",177.0,True
1005,1006,"(179.0, 12, True)",179.0,True
1006,1007,"(182.0, 10, True)",182.0,True
1007,1008,"(182.0, 10, True)",182.0,True
1008,1009,"(179.0, 12, True)",179.0,True
1009,1010,"(179.0, 12, True)",179.0,True
1010,1011,"(182.0, 10, True)",182.0,True
1011,1012,"(179.0, 13, True)",179.0,True
1012,1013,"(176.0, 14, True)",176.0,True
1013,1014,"(182.0, 10, True)",182.0,True
1014,1015,"(182.0, 10, True)",182.0,True
1015,1016,"(181.0, 11, True)",181.0,True
1016,1017,"(181.0, 11, True)",181.0,True
1017,1018,"(178.0, 13, True)",178.0,True
1018,1019,"(177.0, 14, True)",177.0,True
1019,1020,"(180.0, 12, True)",180.0,True
1020,1021,"(174.0, 14, True)",174.0,True
1021,1022,"(182.0, 10, True)",182.0,True
1022,1023,"(182.0, 10, True)",182.0,True
1023,1024,"(183.0, 11, True)",183.0,True
1024,1025,"(178.0, 13, True)",178.0,True
1025,1026,"(182.0, 10, True)",182.0,True
1026,1027,"(182.0, 10, True)",182.0,True
1027,1028,"(165.0, 19, True)",165.0,True
1028,1029,"(182.0, 11, True)",182.0,True
1029,1030,"(181.0, 11, True)",181.0,True
1030,1031,"(180.0, 11, True)",180.0,True
1031,1032,"(178.0, 12, True)",178.0,True
1032,1033,"(182.0, 10, True)",182.0,True
1033,1034,"(182.0, 10, True)",182.0,True
1034,1035,"(177.0, 13, True)",177.0,True
1035,1036,"(177.0, 13, True)",177.0,True
1036,1037,"(182.0, 11, True)",182.0,True
1037,1038,"(181.0, 11, True)",181.0,True
1038,1039,"(182.0, 10, True)",182.0,True
1039,1040,"(182.0, 10, True)",182.0,True
1040,1041,"(176.0, 14, True)",176.0,True
1041,1042,"(181.0, 11, True)",181.0,True
1042,1043,"(180.0, 11, True)",180.0,True
1043,1044,"(179.0, 12, True)",179.0,True
1044,1045,"(182.0, 10, True)",182.0,True
1045,1046,"(181.0, 11, True)",181.0,True
1046,1047,"(182.0, 10, True)",182.0,True
1047,1048,"(182.0, 12, True)",182.0,True
1048,1049,"(179.0, 13, True)",179.0,True
1049,1050,"(182.0, 10, True)",182.0,True
1050,1051,"(182.0, 10, True)",182.0,True
1051,1052,"(182.0, 10, True)",182.0,True
1052,1053,"(176.0, 14, True)",176.0,True
1053,1054,"(181.0, 11, True)",181.0,True
1054,1055,"(178.0, 12, True)",178.0,True
1055,1056,"(178.0, 13, True)",178.0,True
1056,1057,"(182.0, 10, True)",182.0,True
1057,1058,"(182.0, 10, True)",182.0,True
1058,1059,"(177.0, 14, True)",177.0,True
1059,1060,"(180.0, 11, True)",180.0,True
1060,1061,"(178.0, 12, True)",178.0,True
1061,1062,"(175.0, 14, True)",175.0,True
1062,1063,"(181.0, 11, True)",181.0,True
1063,1064,"(180.0, 12, True)",180.0,True
1064,1065,"(178.0, 12, True)",178.0,True
1065,1066,"(178.0, 13, True)",178.0,True
1066,1067,"(180.0, 12, True)",180.0,True
1067,1068,"(182.0, 10, True)",182.0,True
1068,1069,"(175.0, 14, True)",175.0,True
1069,1070,"(182.0, 10, True)",182.0,True
1070,1071,"(172.0, 16, True)",172.0,True
1071,1072,"(182.0, 10, True)",182.0,True
1072,1073,"(182.0, 10, True)",182.0,True
1073,1074,"(181.0, 11, True)",181.0,True
1074,1075,"(182.0, 10, True)",182.0,True
1075,1076,"(181.0, 11, True)",181.0,True
1076,1077,"(146.0, 44, True)",146.0,True
1077,1078,"(182.0, 10, True)",182.0,True
1078,1079,"(180.0, 12, True)",180.0,True
1079,1080,"(175.0, 15, True)",175.0,True
1080,1081,"(177.0, 12, True)",177.0,True
1081,1082,"(182.0, 10, True)",182.0,True
1082,1083,"(-94.0, 271, True)",-94.0,True
1083,1084,"(179.0, 12, True)",179.0,True
1084,1085,"(182.0, 10, True)",182.0,True
1085,1086,"(178.0, 12, True)",178.0,True
1086,1087,"(177.0, 14, True)",177.0,True
1087,1088,"(183.0, 11, True)",183.0,True
1088,1089,"(178.0, 12, True)",178.0,True
1089,1090,"(178.0, 13, True)",178.0,True
1090,1091,"(181.0, 11, True)",181.0,True
1091,1092,"(179.0, 13, True)",179.0,True
1092,1093,"(182.0, 10, True)",182.0,True
1093,1094,"(176.0, 14, True)",176.0,True
1094,1095,"(182.0, 10, True)",182.0,True
1095,1096,"(182.0, 10, True)",182.0,True
1096,1097,"(178.0, 12, True)",178.0,True
1097,1098,"(182.0, 10, True)",182.0,True
1098,1099,"(182.0, 10, True)",182.0,True
1099,1100,"(184.0, 10, True)",184.0,True
1100,1101,"(182.0, 10, True)",182.0,True
1101,1102,"(182.0, 10, True)",182.0,True
1102,1103,"(180.0, 11, True)",180.0,True
1103,1104,"(172.0, 16, True)",172.0,True
1104,1105,"(182.0, 10, True)",182.0,True
1105,1106,"(182.0, 10, True)",182.0,True
1106,1107,"(177.0, 13, True)",177.0,True
1107,1108,"(176.0, 14, True)",176.0,True
1108,1109,"(182.0, 10, True)",182.0,True
1109,1110,"(178.0, 12, True)",178.0,True
1110,1111,"(178.0, 13, True)",178.0,True
1111,1112,"(179.0, 13, True)",179.0,True
1112,1113,"(181.0, 12, True)",181.0,True
1113,1114,"(182.0, 10, True)",182.0,True
1114,1115,"(182.0, 10, True)",182.0,True
1115,1116,"(179.0, 12, True)",179.0,True
1116,1117,"(178.0, 12, True)",178.0,True
1117,1118,"(175.0, 14, True)",175.0,True
1118,1119,"(177.0, 14, True)",177.0,True
1119,1120,"(181.0, 11, True)",181.0,True
1120,1121,"(181.0, 11, True)",181.0,True
1121,1122,"(181.0, 11, True)",181.0,True
1122,1123,"(177.0, 13, True)",177.0,True
1123,1124,"(178.0, 12, True)",178.0,True
1124,1125,"(182.0, 10, True)",182.0,True
1125,1126,"(182.0, 10, True)",182.0,True
1126,1127,"(180.0, 12, True)",180.0,True
1127,1128,"(180.0, 12, True)",180.0,True
1128,1129,"(182.0, 10, True)",182.0,True
1129,1130,"(182.0, 10, True)",182.0,True
1130,1131,"(178.0, 13, True)",178.0,True
1131,1132,"(179.0, 12, True)",179.0,True
1132,1133,"(180.0, 11, True)",180.0,True
1133,1134,"(182.0, 10, True)",182.0,True
1134,1135,"(182.0, 10, True)",182.0,True
1135,1136,"(177.0, 14, True)",177.0,True
1136,1137,"(182.0, 10, True)",182.0,True
1137,1138,"(182.0, 10, True)",182.0,True
1138,1139,"(182.0, 10, True)",182.0,True
1139,1140,"(181.0, 11, True)",181.0,True
1140,1141,"(178.0, 12, True)",178.0,True
1141,1142,"(182.0, 10, True)",182.0,True
1142,1143,"(179.0, 13, True)",179.0,True
1143,1144,"(179.0, 13, True)",179.0,True
1144,1145,"(181.0, 11, True)",181.0,True
1145,1146,"(181.0, 11, True)",181.0,True
1146,1147,"(181.0, 11, True)",181.0,True
1147,1148,"(179.0, 12, True)",179.0,True
1148,1149,"(182.0, 10, True)",182.0,True
1149,1150,"(181.0, 11, True)",181.0,True
1150,1151,"(181.0, 11, True)",181.0,True
1151,1152,"(-1316.0, 917, True)",-1316.0,True
1152,1153,"(182.0, 10, True)",182.0,True
1153,1154,"(181.0, 11, True)",181.0,True
1154,1155,"(174.0, 15, True)",174.0,True
1155,1156,"(176.0, 13, True)",176.0,True
1156,1157,"(176.0, 13, True)",176.0,True
1157,1158,"(179.0, 12, True)",179.0,True
1158,1159,"(182.0, 10, True)",182.0,True
1159,1160,"(179.0, 12, True)",179.0,True
1160,1161,"(176.0, 15, True)",176.0,True
1161,1162,"(178.0, 12, True)",178.0,True
1162,1163,"(182.0, 10, True)",182.0,True
1163,1164,"(182.0, 10, True)",182.0,True
1164,1165,"(178.0, 12, True)",178.0,True
1165,1166,"(182.0, 10, True)",182.0,True
1166,1167,"(181.0, 11, True)",181.0,True
1167,1168,"(182.0, 10, True)",182.0,True
1168,1169,"(180.0, 11, True)",180.0,True
1169,1170,"(178.0, 12, True)",178.0,True
1170,1171,"(181.0, 11, True)",181.0,True
1171,1172,"(177.0, 13, True)",177.0,True
1172,1173,"(179.0, 12, True)",179.0,True
1173,1174,"(179.0, 12, True)",179.0,True
1174,1175,"(182.0, 10, True)",182.0,True
1175,1176,"(169.0, 18, True)",169.0,True
1176,1177,"(179.0, 11, True)",179.0,True
1177,1178,"(179.0, 12, True)",179.0,True
1178,1179,"(178.0, 13, True)",178.0,True
1179,1180,"(182.0, 10, True)",182.0,True
1180,1181,"(182.0, 10, True)",182.0,True
1181,1182,"(177.0, 13, True)",177.0,True
1182,1183,"(182.0, 10, True)",182.0,True
1183,1184,"(182.0, 10, True)",182.0,True
1184,1185,"(181.0, 11, True)",181.0,True
1185,1186,"(174.0, 15, True)",174.0,True
1186,1187,"(178.0, 13, True)",178.0,True
1187,1188,"(182.0, 10, True)",182.0,True
1188,1189,"(178.0, 14, True)",178.0,True
1189,1190,"(182.0, 10, True)",182.0,True
1190,1191,"(181.0, 11, True)",181.0,True
1191,1192,"(176.0, 13, True)",176.0,True
1192,1193,"(181.0, 11, True)",181.0,True
1193,1194,"(178.0, 13, True)",178.0,True
1194,1195,"(174.0, 14, True)",174.0,True
1195,1196,"(182.0, 10, True)",182.0,True
1196,1197,"(176.0, 13, True)",176.0,True
1197,1198,"(182.0, 10, True)",182.0,True
1198,1199,"(180.0, 12, True)",180.0,True
1199,1200,"(182.0, 10, True)",182.0,True
1200,1201,"(182.0, 10, True)",182.0,True
1201,1202,"(182.0, 10, True)",182.0,True
1202,1203,"(175.0, 15, True)",175.0,True
1203,1204,"(182.0, 10, True)",182.0,True
1204,1205,"(182.0, 10, True)",182.0,True
1205,1206,"(176.0, 14, True)",176.0,True
1206,1207,"(177.0, 13, True)",177.0,True
1207,1208,"(179.0, 12, True)",179.0,True
1208,1209,"(182.0, 10, True)",182.0,True
1209,1210,"(182.0, 10, True)",182.0,True
1210,1211,"(173.0, 15, True)",173.0,True
1211,1212,"(171.0, 16, True)",171.0,True
1212,1213,"(181.0, 11, True)",181.0,True
1213,1214,"(180.0, 12, True)",180.0,True
1214,1215,"(177.0, 12, True)",177.0,True
1215,1216,"(171.0, 15, True)",171.0,True
1216,1217,"(179.0, 11, True)",179.0,True
1217,1218,"(182.0, 10, True)",182.0,True
1218,1219,"(180.0, 12, True)",180.0,True
1219,1220,"(181.0, 11, True)",181.0,True
1220,1221,"(181.0, 11, True)",181.0,True
1221,1222,"(180.0, 12, True)",180.0,True
1222,1223,"(181.0, 11, True)",181.0,True
1223,1224,"(182.0, 10, True)",182.0,True
1224,1225,"(180.0, 11, True)",180.0,True
1225,1226,"(182.0, 10, True)",182.0,True
1226,1227,"(182.0, 10, True)",182.0,True
1227,1228,"(182.0, 10, True)",182.0,True
1228,1229,"(179.0, 12, True)",179.0,True
1229,1230,"(178.0, 13, True)",178.0,True
1230,1231,"(182.0, 10, True)",182.0,True
1231,1232,"(180.0, 11, True)",180.0,True
1232,1233,"(184.0, 10, True)",184.0,True
1233,1234,"(182.0, 10, True)",182.0,True
1234,1235,"(182.0, 10, True)",182.0,True
1235,1236,"(180.0, 12, True)",180.0,True
1236,1237,"(180.0, 11, True)",180.0,True
1237,1238,"(178.0, 12, True)",178.0,True
1238,1239,"(178.0, 13, True)",178.0,True
1239,1240,"(174.0, 14, True)",174.0,True
1240,1241,"(182.0, 10, True)",182.0,True
1241,1242,"(175.0, 14, True)",175.0,True
1242,1243,"(182.0, 10, True)",182.0,True
1243,1244,"(177.0, 13, True)",177.0,True
1244,1245,"(182.0, 10, True)",182.0,True
1245,1246,"(179.0, 12, True)",179.0,True
1246,1247,"(181.0, 11, True)",181.0,True
1247,1248,"(182.0, 10, True)",182.0,True
1248,1249,"(182.0, 10, True)",182.0,True
1249,1250,"(182.0, 10, True)",182.0,True
1250,1251,"(182.0, 10, True)",182.0,True
1251,1252,"(182.0, 10, True)",182.0,True
1252,1253,"(182.0, 10, True)",182.0,True
1253,1254,"(182.0, 10, True)",182.0,True
1254,1255,"(179.0, 11, True)",179.0,True
1255,1256,"(179.0, 12, True)",179.0,True
1256,1257,"(178.0, 12, True)",178.0,True
1257,1258,"(173.0, 16, True)",173.0,True
1258,1259,"(182.0, 10, True)",182.0,True
1259,1260,"(180.0, 11, True)",180.0,True
1260,1261,"(182.0, 10, True)",182.0,True
1261,1262,"(180.0, 12, True)",180.0,True
1262,1263,"(181.0, 11, True)",181.0,True
1263,1264,"(182.0, 10, True)",182.0,True
1264,1265,"(171.0, 16, True)",171.0,True
1265,1266,"(177.0, 13, True)",177.0,True
1266,1267,"(179.0, 12, True)",179.0,True
1267,1268,"(180.0, 11, True)",180.0,True
1268,1269,"(182.0, 10, True)",182.0,True
1269,1270,"(182.0, 10, True)",182.0,True
1270,1271,"(179.0, 12, True)",179.0,True
1271,1272,"(181.0, 11, True)",181.0,True
1272,1273,"(182.0, 10, True)",182.0,True
1273,1274,"(178.0, 12, True)",178.0,True
1274,1275,"(180.0, 11, True)",180.0,True
1275,1276,"(182.0, 10, True)",182.0,True
1276,1277,"(182.0, 10, True)",182.0,True
1277,1278,"(182.0, 10, True)",182.0,True
1278,1279,"(180.0, 12, True)",180.0,True
1279,1280,"(178.0, 12, True)",178.0,True
1280,1281,"(182.0, 10, True)",182.0,True
1281,1282,"(178.0, 12, True)",178.0,True
1282,1283,"(175.0, 15, True)",175.0,True
1283,1284,"(179.0, 12, True)",179.0,True
1284,1285,"(182.0, 10, True)",182.0,True
1285,1286,"(181.0, 11, True)",181.0,True
1286,1287,"(182.0, 10, True)",182.0,True
1287,1288,"(175.0, 14, True)",175.0,True
1288,1289,"(83.0, 9, False)",83.0,False
